label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
1,0.25,0.102819,0.01,0.02,0.000484,0.002,0.05,0.02,0.02,0.1,0.1,0,0.02,15,1549,2032,526623,664221,664524,665561,676733,677367,678009,732222,737432,1147489,1150513,1150789,1163036,1528982,1529082,1533959,1536019,1536022,1934144,1934168,1938075,2022834,2027699
0,0,0.094527,0,0.04,1,0,0,0.22,0.004,0,0,0,0.04,15,1497,2034,415607,664216,664523,664825,676736,677368,677966,732227,737435,1147495,1150512,1150637,1163039,1528984,1529040,1533924,1536018,1536025,1934146,1934163,1934181,2022801,2022897
0,0.05,0.004975,0.01,0.04,0.002641,0.004,0.09,0.22,0.624,0.1,0.4,0,0.04,14,1777,142716,417551,664216,664523,664698,676733,677367,677374,732300,884790,1147383,1150516,1152373,1180037,1528988,1529707,1533924,1536018,1554013,1934144,1934163,1934644,2022801,2022897
0,0,0.013267,0.02,0.06,0.170187,0.03,0.04,0.08,0.064,0,0.2,0,0.06,15,1481,2032,415804,664228,664525,667289,676734,677367,678903,732923,737432,1148132,1150514,1150578,1163232,1528985,1528997,1533925,1536019,1536022,1934144,1934164,1934315,2022803,2023054
0,0.4,0.049751,0.07,0.1,0.000281,0.012,0.08,0.14,0.016,0.1,0.1,0,0.08,14,1481,49508,461687,664216,664522,664606,676733,677367,677371,732344,786191,1147441,1150514,1150578,1212043,1528982,1528997,1535234,1536021,1584466,1934146,1934163,1934179,2022803,2022898
0,0,0.006633,0.14,0.04,0.001875,1,0,0.24,1,0,0,1,0.04,16,1609,2217,415750,664225,664524,667798,676736,677367,677371,733287,737625,1148418,1150514,1151063,1163249,1528988,1529186,1533925,1536019,1536224,1934144,1934169,1934310,2022808,2023397
1,0,0.003317,0,0,0.066453,0.004,0.06,0.02,0.004,0,0.2,0,0,32,1475,2032,415606,664216,664521,664814,676733,677367,678020,732093,737432,1147338,1150513,1152342,1163036,1528982,1529586,1533924,1536018,1536022,1934144,1934163,1934178,2022801,2022897
1,0.05,0.014925,0.02,0.12,0.000422,0.01,0.01,0.16,0.364,0.1,0.1,0,0.1,15,1489,2040,415616,664225,664522,666714,676735,677367,680072,732770,737441,1147996,1150513,1150577,1163046,1528982,1529020,1533924,1536018,1536032,1934144,1934163,1934186,2022801,2022897
0,0.05,0.006633,0.01,0.04,0.021297,0.016,0.07,0.26,0.124,0,0.3,0,0.06,25,1476,2032,415606,664217,664523,666128,676734,677367,678440,732547,737432,1147791,1150513,1150616,1163036,1528982,1529021,1533925,1536021,1536022,1934144,1934163,1936609,2022802,2023823
0,0,0.301824,0.04,0.08,0.26925,0,0,0.36,0.014,0,0,0,0.08,14,1482,2032,415608,664216,664524,664822,676734,677367,677470,732379,737434,1147366,1150512,1150539,1163038,1528982,1528995,1533924,1536018,1536024,1934144,1934168,1934180,2022801,2022897
0,0.15,0.003317,0,0,0.001234,0,0.03,0,0,0.1,0.1,0,0,14,1481,25566,416913,664216,664521,665221,676735,677367,694087,734872,761540,1147408,1150516,1150769,1168267,1528983,1528997,1534420,1536020,1548726,1934144,1934163,1934182,2022803,2023034
0,0,0.003317,0,0,0.116797,0.058,0.03,0,0.06,0,0.2,0,0,14,1552,3022,415814,664216,664524,664606,676743,677367,677371,733139,738454,1147441,1150512,1151228,1164148,1528983,1529099,1533924,1536018,1537082,1934144,1934164,1934182,2022801,2022897
0,0,0.003317,0.21,0.02,0.001359,0,0,0.44,1,0,0,0,0.02,15,1479,2834,415933,664216,664522,664969,676733,677367,677371,732190,738266,1147386,1150513,1150542,1163980,1528986,1528994,1533947,1536021,1536879,1934145,1934167,1934213,2022806,2022989
1,0.05,0.548922,0,0.06,0.000031,0,0.05,0.78,0.196,0.1,0.4,0,0,14,1508,2033,415607,664216,664522,671392,676733,677367,685189,734819,737433,1149624,1150518,1150585,1163037,1528982,1529049,1533924,1536018,1536023,1934146,1934169,1934181,2022801,2022897
1,0.3,1,0.04,0,0.000672,0.006,0.22,0.02,0.046,0.1,0.3,0,0,14,1513,2045,415622,664216,664522,664644,676733,677367,677786,732167,737446,1147424,1150512,1150646,1163051,1528982,1529025,1533925,1536021,1536037,1934146,1934164,1934182,2022803,2022900
0,0,0.018242,0.08,0.16,0.523438,0,0,0.18,0,0,0,0,0.18,14,1566,2032,415606,664216,664522,664578,676733,677367,677585,732130,737432,1147384,1150512,1151473,1163036,1528982,1529108,1533924,1536018,1536022,1934144,1934164,1934178,2022801,2022897
1,0.2,0.006633,0.01,0.04,0.000422,0.004,0.04,0.04,0.004,0.1,0.1,0,0.04,14,1596,2100,415701,664216,664522,666148,676765,677367,682884,732550,737505,1147794,1150513,1151028,1163119,1528983,1529153,1533924,1536018,1536100,1934144,1934164,1934244,2022801,2022897
0,0.15,0.048093,0.01,0.02,0.022359,0.002,0.11,0.02,0.002,0,0.1,0,0.02,15,1545,2075,415630,664216,664521,664563,676733,677367,677385,732086,737481,1147333,1150512,1150678,1163064,1528982,1529065,1533924,1536018,1536045,1934144,1934163,1934206,2022801,2022897
0,0,0.006633,0.02,0.46,0.112609,0.062,0.01,0.1,0.054,0,0.1,0,0.46,14,1481,2035,415610,664219,664525,664646,676733,677367,677440,732110,737436,1147359,1150514,1150687,1163040,1528982,1529012,1533930,1536021,1536026,1934144,1934164,1934182,2022803,2022904
0,0,0.006633,0,0,0,0,0,0,0,0,0,0,0,15,1764,2033,415607,664217,664522,664573,676733,677368,677371,732143,737433,1147343,1150513,1152686,1163037,1528990,1529576,1533924,1536018,1536023,1934144,1934169,1934181,2022801,2022897
1,0.15,0.212272,0.1,0.2,0.000031,0.01,0.14,0.12,0.024,0.1,0.3,0,0.04,14,1481,3856,418076,664216,664525,664596,676733,677367,677683,732162,739298,1147421,1150514,1150578,1165164,1528982,1528997,1533928,1536019,1537961,1934144,1934166,1935092,2022803,2023576
0,0.05,0.08126,1,0.44,0.014687,0,0,0.98,0.042,0.1,0,0,0.9,14,1476,23086,439588,664219,664523,664550,676733,677367,677376,732087,759059,1147334,1150513,1150643,1185718,1528982,1529035,1533925,1536020,1558126,1934144,1934163,1934665,2022802,2023416
0,0.1,0.003317,0,0,0.007828,0,0.02,0,0,0.1,0.1,0,0,15,1508,2033,415607,664216,664524,665672,676733,677367,677374,732305,737433,1147373,1150518,1150585,1163037,1528983,1529049,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
1,0.1,0.004975,0.11,0.16,0.000063,0,0.41,0.88,0.764,0.2,1,0,0,14,1484,2065,415610,664216,664521,667012,676733,677367,679916,732642,737467,1147883,1150512,1150603,1163078,1528987,1529003,1533925,1536020,1536060,1934144,1934166,1934182,2022803,2022907
0,0.1,0.016584,1,0.36,0.001047,0.05,0.11,0.66,0.274,0.1,0.5,0,0.5,15,1475,2032,415606,664217,664522,664543,676733,677367,677380,732085,737432,1147332,1150512,1150562,1163036,1528982,1529026,1533924,1536018,1536022,1934144,1934163,1934188,2022801,2022897
0,0,0.593698,0,0,0.0235,0.026,0.02,0.26,0.47,0,0.1,0,0,14,1508,2033,415607,664216,664522,664591,676733,677367,677400,732122,737433,1147375,1150518,1150585,1163037,1528983,1529049,1533924,1536018,1536023,1934145,1934169,1934181,2022801,2022897
0,0,0.003317,0.13,0.1,0.007391,0,0,0.5,0.05,0,0,0,0.24,14,1521,3641,415900,664216,664523,669500,676733,677367,677371,734732,739080,1149569,1150512,1150673,1163308,1528986,1529043,1533925,1536020,1536278,1934146,1934167,1934474,2022803,2027990
0,0,0.004975,0.02,0.02,0.181453,0.338,0.04,0.02,0.17,0,0.2,0,0.02,19,1542,2032,415612,664220,664525,667636,676758,677367,677432,733347,737460,1148471,1150512,1150599,1163063,1528982,1529061,1533924,1536018,1536042,1934144,1934163,1934180,2022801,2022897
0,0,0.006633,0.05,0.08,0.045797,0.072,0.02,0.12,0.124,0,0.1,0,0.1,14,1764,2033,415607,664219,664522,664557,676733,677367,677647,732112,737433,1147358,1150512,1151886,1163037,1528983,1529576,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0,0.064677,0.03,0.06,0.118563,0.188,0.02,0.06,0.606,0,0.1,0,0.06,15,1508,2033,415607,664216,664522,664644,676733,677367,677878,732167,737433,1147424,1150518,1150585,1163037,1528982,1529049,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0,1,0,0,0.071031,0.298,0.11,0.6,0.44,0,0.3,0,0.04,14,1508,2033,415607,664216,664522,665327,676733,677367,679720,732391,737433,1147638,1150518,1150585,1163037,1528982,1529049,1533924,1536018,1536023,1934146,1934169,1934181,2022801,2022897
0,0,0.004975,0.06,0.26,0.023578,0.232,0.06,0.94,0.444,0,0.2,0.1,1,19,1587,2156,415772,664216,664522,671675,676733,677367,700413,733785,737560,1148709,1150515,1150866,1163183,1528987,1529152,1533924,1536018,1536166,1934144,1934164,1934254,2022801,2022897
1,0.5,0.797678,0.06,0.18,0.000109,0,0.56,0.12,0.22,0.1,0.5,0,0,17,1556,2032,415611,664216,664523,665429,676741,677367,678061,732291,737432,1147550,1150513,1150618,1163036,1528982,1529084,1533931,1536021,1536022,1934144,1934165,1934183,2022804,2022899
0,0.3,0.004975,0.07,0.02,0.002156,0.022,0.06,0.1,0.01,0.2,0.2,0,0.1,14,1566,2032,415606,664218,664522,664680,676733,677367,678095,732256,737432,1147520,1150512,1151431,1163036,1528984,1529108,1533924,1536018,1536022,1934146,1934163,1934178,2022801,2022897
0,0,1,0,0.02,0.186062,0.268,0.05,0.74,0.304,0,0.3,0,0.02,56,1508,2033,415607,664216,664523,664591,676733,677367,677400,732122,737433,1147375,1150518,1150585,1163037,1528988,1529049,1533924,1536018,1536023,1934144,1934169,1934181,2022801,2022897
1,0.15,1,0.03,0.02,0.000422,0,0.04,0.9,0.288,0.2,0.3,0,0,20,1476,2056,415635,664217,664526,667597,676733,677367,677371,733042,737457,1148218,1150515,1150589,1163070,1528982,1529000,1533925,1536019,1536051,1934144,1934163,1934214,2022802,2023282
0,0.05,0.013267,0.26,0.54,0.004047,0.192,0.01,0.66,0.066,0.1,0.1,0,0.56,17,1486,2270,415706,664216,664522,664842,676733,677367,677376,732100,737632,1147350,1150513,1150560,1163127,1528984,1529019,1533924,1536018,1536107,1934144,1934169,1934201,2022801,2022897
0,0.15,0.006633,0.07,0.16,0.000078,0.016,0.17,0.14,0.128,0.1,0.6,0,0.16,14,1484,2064,415610,664216,664522,665372,676733,677367,677956,732461,737466,1147712,1150514,1150575,1163061,1528982,1529003,1533925,1536020,1536059,1934144,1934163,1934182,2022803,2022907
0,0.05,1,0,0.04,0.009781,0.058,0.01,0.6,0.09,0.1,0.1,0,0.04,15,1533,2154,415679,664216,664522,664940,676733,677367,677373,732373,737558,1147487,1150512,1150743,1163179,1528982,1529069,1533925,1536020,1536164,1934145,1934163,1934247,2022807,2022934
0,0,0.154229,0,0.1,0.000375,0,0,0.1,0.01,0,0,0,0.1,14,1827,2033,415607,664220,664525,667068,676733,677367,679121,733441,737433,1148546,1150519,1152222,1163037,1528989,1529784,1533924,1536018,1536023,1934144,1934169,1934181,2022801,2022897
0,0,0.006633,0.02,0.04,0,0,0,0.04,0,0,0,0,0.04,14,1475,2032,415606,664216,664522,664573,676733,677368,677371,732143,737432,1147343,1150512,1151561,1163036,1528990,1529692,1533924,1536018,1536022,1934144,1934166,1944253,2022801,2022897
0,0.05,0.006633,1,0.12,0.008859,0.634,0.01,0.72,0.07,0.1,0.1,0,0.46,14,1492,2037,415609,664216,664522,665073,676745,677367,677373,732704,737438,1147443,1150514,1150621,1163042,1528984,1529009,1533925,1536020,1536028,1934144,1934164,1934184,2022804,2022903
1,0,0.006633,0.04,0.04,0.033781,0.006,0.01,0.04,0.026,0,0.1,0,0.04,15,1559,2032,417349,664216,664526,664642,676757,677367,677508,732107,737432,1147356,1150513,1150695,1174988,1528982,1529093,1534025,1536021,1536022,1934144,1934163,1934209,2022802,2022928
0,0,0.036484,0.32,0,0.031156,0,0,0.38,0.052,0,0,0,0.06,18,1477,4176,418565,664217,664522,664550,676733,677367,677396,732087,739637,1147334,1150512,1150545,1165537,1528989,1529001,1533925,1536020,1538307,1934144,1934163,1935801,2022802,2023012
0,0,0.031509,1,0.14,0.159094,0,0,0.66,0.014,0,0,0,0.34,14,1486,2232,415713,664219,664522,665972,676734,677367,677371,732445,737607,1147692,1150513,1150763,1163133,1528986,1529037,1533924,1536018,1536113,1934144,1934165,1934201,2022801,2022897
0,0,0.21393,0,0.04,1,0,0,0.08,0.014,0,0,0,0.04,14,1576,2067,415648,664217,664525,665203,676733,677368,677371,732357,737469,1147603,1150522,1151563,1163080,1528984,1529405,1533924,1536018,1536062,1934144,1934172,1934225,2022801,2022897
0,0,0.119403,0.01,0.04,0.598203,0,0,0.04,0.038,0,0,0,0.04,75,1726,2032,419942,664216,664522,666677,676733,677367,677371,733828,737432,1148879,1150514,1151951,1217571,1528983,1529456,1533924,1536018,1536022,1934144,1934165,1934431,2022801,2022897
0,0,0.159204,0.03,0.06,0.021641,0.02,0.11,0.2,0.256,0,0.4,0,0.06,14,1621,2032,417317,664221,664522,664698,676736,677367,677373,732651,737432,1147383,1150513,1150849,1230629,1528985,1529225,1533924,1536018,1536022,1934144,1934163,1935606,2022801,2022897
0,0,0.006633,0.07,0,0.056047,0.008,0.35,0.04,0.02,0,0.8,0,0.02,14,1514,2388,416065,664216,664522,664543,676739,677367,678106,732085,737802,1147332,1150513,1150638,1163433,1528982,1529048,1533925,1536020,1536400,1934144,1934163,1934637,2022809,2022903
0,0,0.003317,0,0,0.676969,0,0,0.28,0.052,0,0,0,0,18,1508,2033,415607,664216,664522,664792,676734,677367,717782,732382,737433,1147629,1150518,1150585,1163037,1528982,1529049,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
1,0.8,0.008292,0.03,0.04,0.000016,0.002,1,0.5,1,0.3,1,0,0.02,14,1478,2032,415606,664216,664522,664545,676746,677367,677461,732088,737432,1147337,1150514,1150554,1163036,1528982,1528993,1533927,1536021,1536022,1934144,1934166,1936110,2022803,2024127
0,0,0.004975,0,0.16,0.022625,0.136,0.01,0.62,0.122,0,0.1,0,0.16,14,1504,2032,415612,664216,664523,665409,676733,677367,677837,732310,737472,1147565,1150514,1150842,1163052,1528985,1529101,1533924,1536018,1536038,1934146,1934163,1934180,2022801,2022897
0,0,0.006633,0.02,0.02,0.42975,0.008,0.02,0.02,0.006,0,0.1,0,0.02,14,1475,2253,415811,664216,664523,665506,676733,677367,682935,732656,737664,1147817,1150512,1152229,1163284,1528983,1529270,1533924,1536018,1536261,1934144,1934163,1934338,2022801,2022897
1,0,0.003317,0,0,0.048797,0.044,0.48,0,0.064,0,0.5,0.1,0,15,1475,2032,415614,664216,664524,665165,676733,677367,677371,732745,737432,1147974,1150513,1150664,1163043,1528987,1529023,1533924,1536018,1536029,1934144,1934163,1934180,2022801,2022897
1,0.05,0.013267,0.33,0.12,0.005859,0.148,0.03,0.92,0.516,0.1,0.2,0,1,14,1551,2032,415611,664216,664522,665052,676733,677367,678058,732287,737432,1147546,1150513,1150610,1163036,1528982,1529075,1534098,1536019,1536022,1934144,1934165,1934183,2022803,2022899
1,0,0.00995,0.04,0.08,0.030031,0.046,0.48,0.1,0.318,0,0.8,0,0.08,14,1586,2039,415615,664220,664522,664793,676741,677367,677597,732090,737440,1147340,1150515,1151173,1163045,1528985,1529135,1533925,1536020,1536031,1934144,1934168,1934181,2022804,2023119
0,0.05,0.253731,0.05,0.32,0.000375,0.036,0.01,0.3,0.032,0.1,0.1,0,0.32,28,1492,2176,415643,664217,664522,664619,676733,677367,679628,732093,737581,1147338,1150514,1150621,1163206,1528984,1529009,1533925,1536020,1536186,1934144,1934169,1934220,2022804,2022934
0,0.2,0.004975,0.02,0,0.000063,0,0.09,0.02,0.488,0.1,0.4,0,0,14,1480,2032,574411,664216,664525,665562,676733,677367,677371,732853,737432,1148070,1150512,1150552,1496157,1528982,1528998,1534085,1536021,1536022,1934144,1934166,1971140,2022802,2051834
0,0,0.004975,0.01,0,0.073703,0.052,0.02,0.46,0.052,0,0.1,0,0,16,1541,2184,415755,664216,664521,666551,676733,677367,682867,732264,737589,1147525,1150513,1150882,1163215,1528983,1529060,1533924,1536018,1536194,1934144,1934163,1934216,2022801,2022897
0,0,0.028192,0.28,0.28,0.411313,0.078,0.03,0.42,0.064,0,0.1,0,0.28,23,1508,2033,415607,664216,664524,665461,676734,677367,677371,733994,737433,1148165,1150514,1150675,1163037,1528987,1529138,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0,0.003317,0,0,0.028672,0.598,0.01,0,0.046,0,0,0,0,15,1636,2816,416160,664218,664522,665430,676733,677367,677379,732407,738245,1147388,1150512,1151255,1163951,1528984,1529491,1533924,1536018,1536858,1934144,1934164,1934371,2022801,2022897
0,0.05,0.208955,0.05,0.2,0.002766,0.028,0.04,0.14,0.794,0.1,0.4,0,0.26,14,1997,193322,421411,664216,664522,666549,676733,677367,678075,732539,913566,1147784,1150512,1157345,1179344,1528985,1531438,1533924,1536018,1719631,1934144,1934163,1935132,2022801,2022897
0,0,0.034826,0,0,0.023906,0.11,0.25,0,0.074,0,0.1,0,0,15,1480,2032,415606,664216,664522,664570,676733,677367,679010,732114,737432,1147363,1150515,1151534,1163036,1528982,1529011,1533931,1536021,1536022,1934144,1934165,1936742,2022802,2025361
0,0,1,0.06,0,1,1,0,0.12,0.242,0,0,0,0.02,24,1478,111736,415611,664216,664523,665087,676733,677368,677587,732094,847787,1147344,1150513,1150606,1268076,1528987,1529071,1533925,1536019,1647545,1934144,1934168,1934183,2022805,2022899
0,0,0.301824,0.24,0.24,0.098297,0.4,0.01,0.62,0.062,0,0.1,0,0.3,14,1602,2032,415606,664230,664523,665299,676733,677367,677371,733200,737432,1147431,1150513,1151142,1163036,1528983,1529176,1533925,1536019,1536022,1934144,1934167,1934178,2022803,2025287
0,0,0.101161,0.12,0.18,0.056609,0.926,0.01,0.68,0.676,0,0.1,0,0.28,24,1524,33272,415872,664216,664523,665069,676734,677367,677371,732481,769142,1147731,1150512,1150640,1163293,1528983,1529041,1533924,1536018,1537305,1934145,1934166,1934197,2022801,2022897
0,0,0.305141,0.04,0.08,0,0,0,0.1,0.03,0,0,0,0.08,16,1475,2071,415657,664216,664522,664683,676734,677368,677371,732302,737476,1147431,1150514,1150853,1163087,1528990,1529114,1533924,1536018,1536067,1934144,1934167,1934233,2022801,2022897
0,0,0.003317,0,0,0.293125,0.368,0.14,0.02,0.164,0,0.2,0,0,14,1475,2032,415614,664216,664523,665145,676733,677367,677389,733360,737432,1147961,1150513,1150652,1163043,1528987,1529023,1533924,1536018,1536029,1934144,1934164,1934180,2022801,2022897
0,0,0.0199,0.34,0.18,0.095031,0.1,0.03,0.18,0.074,0,0.1,0,0.18,18,1480,63125,471786,664218,664525,664571,676733,677367,677955,732092,797435,1147341,1150512,1150552,1223457,1528982,1528998,1533951,1536021,1596232,1934144,1934164,1939146,2022802,2026797
0,0,0.006633,0.51,0.22,0.323313,1,0.03,0.42,1,0,0.1,0,0.22,20,1481,2032,442644,664217,664522,665676,676738,677367,677389,734813,737432,1148306,1150513,1150544,1163036,1528988,1528997,1533925,1536021,1536022,1934144,1934164,1938814,2022803,2026668
1,0.45,0.006633,0.02,0,0.015719,0.1,0.25,0,0.336,0.1,0.6,0,0,14,1507,13211,416603,664216,664522,664794,676733,677367,678069,732174,748900,1147432,1150513,1150680,1175354,1528982,1529033,1534102,1536019,1547900,1934144,1934168,1934531,2022802,2023436
0,0,0.404643,0.03,0.2,0.0235,0.384,0.41,0.94,1,0,1,0,0.2,14,1479,8593,424121,664216,664522,665428,676734,677367,677455,732093,744169,1147338,1150512,1150546,1170463,1528987,1528994,1533928,1536020,1543046,1934144,1934166,1937114,2022803,2023365
0,0.1,1,0,0.02,0.004984,0.018,0.03,0.46,0.054,0.2,0.3,0,0.02,15,1508,2033,415607,664216,664524,664917,676733,677367,677371,732388,737433,1147637,1150518,1150585,1163037,1528983,1529049,1533924,1536018,1536023,1934146,1934169,1934181,2022801,2022897
1,1,0.014925,0.62,1,0.000828,0.146,0.68,0.66,1,0.1,0.5,0,1,14,1486,2273,415708,664217,664522,666765,676733,677367,678499,733065,737634,1148239,1150513,1150560,1163129,1528988,1529019,1533924,1536018,1536109,1934144,1934165,1934201,2022801,2022897
0,0.05,0.004975,0,0.18,0.000422,0.018,0.01,0.2,0.018,0.1,0.1,0,0.18,15,1496,2037,415609,664219,664524,664613,676733,677367,677385,732086,737438,1147333,1150512,1150713,1163042,1528984,1529055,1533924,1536018,1536028,1934144,1934164,1934184,2022801,2022897
1,0,0.320066,0,0,0.020688,0.14,0.01,0,0,0,0.1,0,0,14,1556,148894,415611,664216,664522,664623,676733,677367,677434,732203,882496,1147468,1150513,1150618,1297741,1528982,1529084,1533926,1536019,1678760,1934144,1934165,1934183,2022804,2022899
0,0,1,0,0,0.0755,0,0,0.36,0.062,0,0,0.3,0,18,1508,2033,415607,664224,664524,671593,676733,677367,679264,734387,737433,1149317,1150518,1150585,1163037,1528987,1529049,1533924,1536018,1536023,1934144,1934169,1934181,2022801,2022897
0,0,0.134328,0.01,0,0.118281,0,0,0,0.032,0,0,0,0,14,1586,2039,415615,664216,664523,666121,676733,677367,677912,732741,737440,1147970,1150514,1150814,1163045,1528982,1529135,1533925,1536020,1536031,1934146,1934165,1934181,2022804,2022984
1,0,0.004975,0.03,0.06,0.093641,1,0.11,0.08,1,0,0.3,0,0.06,15,1542,2032,415612,664216,664524,664672,676757,677367,677371,732236,737460,1147467,1150512,1150599,1163063,1528982,1529061,1533924,1536018,1536042,1934144,1934163,1934180,2022801,2022897
1,0,0.094527,0.04,0.2,0.034594,0.05,0.23,0.26,0.196,0,0.4,0,0.2,15,1475,2032,415606,664216,664522,667116,676733,677367,677371,732873,737432,1148083,1150513,1156275,1163036,1528982,1530545,1533924,1536018,1536022,1934146,1934163,1934178,2022801,2022897
0,0.05,0.320066,0,0,0.018219,0.008,0.14,0.08,0.128,0,0.5,0,0,21,1704,2033,415607,664219,664522,664575,676734,677367,677984,732117,737433,1147370,1150514,1152932,1163037,1528982,1529403,1533924,1536018,1536023,1934144,1934165,1934181,2022801,2022897
1,0.1,0.054726,0.27,0.04,0,0,0.02,0.04,0.004,0.1,0.1,0,0,14,1530,89409,422882,664216,664523,664549,676733,677367,677411,732090,825078,1147340,1150512,1150799,1195493,1528983,1529120,1533925,1536019,1620360,1934145,1934163,1935134,2022804,2029134
0,0,0.004975,0.03,0.08,0.070625,0.316,0.28,0.46,1,0,0.5,0,0.12,15,1638,2032,419030,664218,664524,672220,676741,677367,683278,733737,737432,1148802,1150513,1150961,1163036,1528985,1529325,1533924,1536018,1536022,1934146,1934169,1934226,2022801,2022897
0,0,0.036484,0.31,0.16,0.111406,0.252,0.01,0.4,0.232,0,0.1,0,0.16,14,1510,20380,435201,664216,664521,664730,676735,677367,677371,732293,756220,1147553,1150512,1150647,1182851,1528986,1529034,1533925,1536020,1555198,1934144,1934164,1946439,2022810,2022917
0,0,0.84743,0.06,0.12,0.221344,0.074,0.01,0.12,0.126,0,0.1,0,0.12,65,1481,132881,453957,664219,664522,669497,676733,677367,683259,733567,869185,1148655,1150514,1150578,1287591,1528982,1528997,1534295,1536021,1662925,1934144,1934165,1935336,2022804,2023764
0,0.2,0.004975,1,0.84,0.000109,0.088,0.04,0.88,0.084,0.1,0.1,0.2,0.84,18,1480,3713,417878,664216,664522,670007,676733,677367,677524,733425,739152,1148532,1150514,1150707,1164996,1528987,1529011,1533945,1536021,1537805,1934146,1934163,1935205,2022802,2023648
0,1,0.004975,0,0.14,0.000016,0,1,0.3,1,0.2,1,0,0,14,1567,170148,540367,664216,664522,665724,676740,677367,677476,732278,910190,1147538,1150513,1150835,1323125,1528982,1529111,1533925,1536020,1701871,1934144,1934170,1942403,2022811,2022934
0,0,0.276949,0.07,0.04,0.158094,0.518,0.2,0.22,0.512,0,0.5,0,0.6,22,1644,2038,415609,664216,664523,664592,676735,677367,677453,732098,737439,1147348,1150512,1151191,1163044,1528982,1529316,1533924,1536018,1536030,1934144,1934163,1934184,2022801,2022897
0,0,0.00995,0.01,0.14,0.644484,0,0,0.18,0.558,0,0,0,0.18,14,1762,2033,415607,664216,664522,665074,676733,677367,677371,732653,737433,1147890,1150512,1152734,1163037,1528986,1529858,1533924,1536018,1536023,1934144,1934167,1934181,2022801,2022897
1,0.3,0.187396,0.03,0.04,0.000016,0,0.1,0.04,0.202,0.1,0.3,0,0,20,1483,125812,420577,664216,664521,666424,676734,677367,679832,732685,863319,1147919,1150514,1150566,1270251,1528982,1528996,1534040,1536019,1661687,1934144,1934163,1936692,2022806,2024710
1,0.1,0.006633,0.13,0.12,0.000875,0.012,0.05,0.08,0.03,0.1,0.2,0,0.12,16,1537,2032,455053,664216,664523,668074,676735,677367,677371,733580,737432,1148668,1150516,1152035,1203460,1528982,1529054,1533929,1536021,1536022,1934144,1934163,1950277,2022804,2036012
0,0,0.004975,0.02,0.38,1,1,0,0.1,1,0,0,0,0.58,14,1475,2452,416153,664216,664522,671401,676734,677368,677371,734949,737865,1149712,1150512,1153433,1163508,1528983,1530177,1533924,1536018,1536471,1934144,1934164,1934446,2022801,2022897
1,1,0.004975,0.01,0,0.000797,0.002,0.2,0.02,0.002,0.1,0.1,0.3,0.02,17,1515,2033,415607,664216,664523,665486,676735,677367,677677,732393,737433,1147626,1150513,1151964,1163037,1528987,1529920,1533924,1536018,1536023,1934145,1934164,1934181,2022801,2022897
1,0.1,0.033167,0,0,0.000375,0,0.02,0,0,0.1,0.1,0,0,14,1493,130669,415799,664216,664523,666057,676734,677367,681481,733555,870703,1148564,1150512,1151278,1178681,1528983,1529507,1533924,1536018,1671367,1934144,1934164,1934300,2022801,2022897
0,0,1,0.13,0.14,0.184156,0.126,0.29,0.26,0.174,0,0.1,0,0.26,18,1508,2033,415607,664216,664522,664582,676735,677367,677383,732131,737433,1147385,1150518,1150585,1163037,1528982,1529049,1533924,1536018,1536023,1934145,1934169,1934181,2022801,2022897
0,0,0.266998,0,0,0.465859,0,0,0.06,0.126,0,0,0,1,14,1508,2033,415607,664216,664522,665650,676737,677367,677931,732413,737433,1147659,1150518,1150585,1163037,1528985,1529049,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0,0.008292,0.51,0.24,0.103016,0.208,0.13,0.2,0.184,0,0.4,0,0.24,14,1481,290108,418841,664217,664522,668915,676733,677367,690769,734031,1032935,1149031,1150514,1151502,1406120,1528982,1529277,1533990,1536020,1853492,1934146,1934163,1934254,2022803,2022997
0,0,0.104478,0,0.12,0.057531,0.086,0.05,0.1,0.122,0,0.2,0,0.12,14,1644,2038,415609,664216,664522,664566,676736,677367,677453,732098,737439,1147348,1150512,1151191,1163044,1528985,1529316,1533924,1536018,1536030,1934144,1934163,1934184,2022801,2022897
0,0.6,0.021559,0.03,0.02,0.000937,0.016,0.12,0.26,0.026,0.1,0.1,0,0.06,32,1475,2287,415918,664216,664522,664618,676734,677367,677458,732111,737696,1147360,1150513,1152069,1163326,1528982,1529969,1533924,1536018,1536296,1934144,1934163,1934492,2022801,2022897
0,0,0.05141,0.08,0.02,0.047109,0,0,0.02,0.008,0,0,0,0.02,14,1484,3107,416892,664216,664522,664671,676733,677367,677371,732237,738539,1147500,1150512,1150595,1164294,1528986,1529013,1533925,1536020,1537174,1934144,1934164,1935399,2022803,2023775
